Lambda,DC,w,height,S11,generation
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,20
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.6786401856956432e-07,0.36055490621869457,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.5312753548680876,4.4088045162393374e-07,1.616104745211109e-07,,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1.0620787666076052e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.3707814156956018,20
1e-07,0.29487789104718765,4.4264708899721356e-07,1.616104745211109e-07,0.3701288936608271,20
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,20
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,5.544668589832955e-07,1.616104745211109e-07,0.36434447570416906,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,20
1e-07,0.6297907326583337,4.4088045162393374e-07,1.616104745211109e-07,,20
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,21
1e-07,0.3061639340142652,3.0122011404965676e-07,1.616104745211109e-07,0.3190423449806479,21
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.8705183675796536e-07,0.3330928561305625,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,21
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.37165718015415805,21
1.1904355777624156e-07,0.3061639340142652,4.4088045162393374e-07,1.616104745211109e-07,0.36928072514357574,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,21
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1.1143994868804296e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37027245344241805,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.48049241970205425,4.4264708899721356e-07,1.616104745211109e-07,,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.61928057003556e-07,0.37169351984279636,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,22
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,22
1.106967437610222e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.3703613611499491,22
1e-07,0.3061639340142652,4.5167563348038486e-07,1.616104745211109e-07,0.3723425459741631,23
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.353547887020874e-07,1.616104745211109e-07,0.371131234668063,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1.054685948626747e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37167609571791604,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.4264708899721356e-07,1.616104745211109e-07,0.37179833030886295,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,23
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.524032095793784e-07,1.616104745211109e-07,0.3723675097903281,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,5.438350255441389e-07,1.616104745211109e-07,0.36228242194288496,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.570266877292723e-07,0.360419779562221,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.6227635241382467e-07,0.3721916180054885,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,24
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.2067563258954464e-07,1.616104745211109e-07,0.3694975588675178,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,2.8480770336183945e-07,0.2848123969592329,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,3.615093903982314e-07,1.616104745211109e-07,0.3486362582631384,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1.2131353955306142e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.36998604421388737,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.5101595987656217e-07,0.36129584071949034,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,25
4.7606121323613896e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,,25
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
5.608043791193996e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,2.3677660974587293e-07,0.33406910864664296,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1.0700356115543888e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.3714838303247813,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.5431337496390697e-07,0.3607832958368277,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,26
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.6483497630949607e-07,0.36876768022318795,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,2.470327804453249e-07,0.3151008619613691,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,2.043314049618887e-07,0.33831005063027364,27
1e-07,0.3061639340142652,3.989565474083545e-07,1.616104745211109e-07,0.3624626155507978,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,5.652012008800287e-07,1.616104745211109e-07,0.3618406128369985,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,27
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.6845795067542266e-07,0.3613740824154437,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.5763734109997117e-07,1.616104745211109e-07,0.372474544030601,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.6610201711724685e-07,0.3683212239862165,28
1e-07,0.3061639340142652,4.539398245299531e-07,2.6805543136222234e-07,0.3003946465425896,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.4442811663922577,4.539398245299531e-07,1.616104745211109e-07,,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.1012821288881523,4.539398245299531e-07,1.616104745211109e-07,0.35676012579613764,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.38496836578906013,4.539398245299531e-07,1.616104745211109e-07,,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,28
1e-07,0.3061639340142652,6.650701241774713e-07,1.616104745211109e-07,0.3564027602702397,28
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.5763734109997117e-07,1.616104745211109e-07,0.372474544030601,29
1.042399789251487e-07,0.3061639340142652,4.5763734109997117e-07,1.616104745211109e-07,0.3719084700851433,29
1e-07,0.3061639340142652,4.7236674581267373e-07,1.6066749258951143e-07,0.3724350169187568,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.41844683719558196,4.539398245299531e-07,1.616104745211109e-07,,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.5682732726989773e-07,0.3604483552101483,29
1e-07,0.3061639340142652,4.703900510724354e-07,1.616104745211109e-07,0.37222757042307386,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1.202596974253653e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3703622841187803,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.5475626389446686e-07,0.36072359861627207,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.5763734109997117e-07,2.446386081417765e-07,0.316578486358301,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.7172105245003056e-07,1.616104745211109e-07,0.37214090445021475,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,29
1e-07,0.3061639340142652,4.948710547873249e-07,1.616104745211109e-07,0.3695321046768477,29
1e-07,0.3061639340142652,4.5763734109997117e-07,1.616104745211109e-07,0.372474544030601,29
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
